player_1;points_player_1;player_2;points_player_2;round
BlackHole;0;Michael W;6;44
hug77;6;Michael W;0;44
lollonator;0;Michael W;6;44
The green one;3;Michael W;3;44
Bongoking;2;Michael W;2;44
GoDJi8;0;Michael W;6;44
Master_of_Desaster;2;Michael W;2;44
Namse;0;IMP;6;44
Kratos Aurion;6;IMP;0;44
Michael W;6;IMP;0;44
The Beast;0;IMP;6;44
BlackHole;0;IMP;6;44
hug77;6;IMP;0;44
lollonator;0;IMP;6;44
The green one;6;IMP;0;44
Bongoking;0;IMP;6;44
GoDJi8;0;IMP;6;44
Master_of_Desaster;2;IMP;2;44
Namse;2;The Beast;2;44
Kratos Aurion;2;The Beast;2;44
Michael W;2;The Beast;2;44
IMP;6;The Beast;0;44
BlackHole;0;The Beast;6;44
hug77;6;The Beast;0;44
lollonator;0;The Beast;6;44
The green one;2;The Beast;2;44
Bongoking;0;The Beast;6;44
GoDJi8;0;The Beast;6;44
Master_of_Desaster;6;The Beast;0;44
Namse;6;BlackHole;0;44
Kratos Aurion;0;BlackHole;6;44
Michael W;6;BlackHole;0;44
IMP;6;BlackHole;0;44
The Beast;6;BlackHole;0;44
hug77;0;BlackHole;6;44
lollonator;2;BlackHole;2;44
The green one;6;BlackHole;0;44
Bongoking;6;BlackHole;0;44
GoDJi8;2;BlackHole;2;44
Master_of_Desaster;6;BlackHole;0;44
Namse;0;hug77;6;44
Kratos Aurion;6;hug77;0;44
Michael W;0;hug77;6;44
IMP;0;hug77;6;44
The Beast;0;hug77;6;44
BlackHole;6;hug77;0;44
lollonator;6;hug77;0;44
The green one;2;hug77;2;44
Bongoking;0;hug77;6;44
GoDJi8;2;hug77;2;44
Master_of_Desaster;2;hug77;2;44
Namse;6;lollonator;0;44
Kratos Aurion;0;lollonator;6;44
Michael W;6;lollonator;0;44
IMP;6;lollonator;0;44
The Beast;6;lollonator;0;44
BlackHole;2;lollonator;2;44
hug77;0;lollonator;6;44
The green one;6;lollonator;0;44
Bongoking;6;lollonator;0;44
GoDJi8;2;lollonator;2;44
Master_of_Desaster;6;lollonator;0;44
Namse;2;The green one;2;44
Kratos Aurion;6;The green one;0;44
Michael W;3;The green one;3;44
IMP;0;The green one;6;44
The Beast;2;The green one;2;44
BlackHole;0;The green one;6;44
hug77;2;The green one;2;44
lollonator;0;The green one;6;44
Bongoking;0;The green one;6;44
GoDJi8;0;The green one;6;44
Master_of_Desaster;1;The green one;4;44
Namse;6;Bongoking;0;44
Kratos Aurion;6;Bongoking;0;44
Michael W;2;Bongoking;2;44
IMP;6;Bongoking;0;44
The Beast;6;Bongoking;0;44
BlackHole;0;Bongoking;6;44
hug77;6;Bongoking;0;44
lollonator;0;Bongoking;6;44
The green one;6;Bongoking;0;44
GoDJi8;3;Bongoking;3;44
Master_of_Desaster;6;Bongoking;0;44
Namse;6;GoDJi8;0;44
Kratos Aurion;0;GoDJi8;6;44
Michael W;6;GoDJi8;0;44
IMP;6;GoDJi8;0;44
The Beast;6;GoDJi8;0;44
BlackHole;2;GoDJi8;2;44
hug77;2;GoDJi8;2;44
lollonator;2;GoDJi8;2;44
The green one;6;GoDJi8;0;44
Bongoking;3;GoDJi8;3;44
Master_of_Desaster;6;GoDJi8;0;44
Namse;0;Master_of_Desaster;6;44
Kratos Aurion;3;Master_of_Desaster;3;44
Michael W;2;Master_of_Desaster;2;44
IMP;2;Master_of_Desaster;2;44
The Beast;0;Master_of_Desaster;6;44
BlackHole;0;Master_of_Desaster;6;44
hug77;2;Master_of_Desaster;2;44
lollonator;0;Master_of_Desaster;6;44
The green one;4;Master_of_Desaster;1;44
Bongoking;0;Master_of_Desaster;6;44
GoDJi8;0;Master_of_Desaster;6;44
IMP;3;Namse;3;45
lollonator;0;Namse;6;45
Michael W;2;Namse;2;45
hug77;1;Namse;4;45
Kratos Aurion;3;Namse;3;45
BlackHole;0;Namse;6;45
The Beast;6;Namse;0;45
Master_of_Desaster;0;Namse;6;45
The green one;1;Namse;4;45
Namse;3;IMP;3;45
lollonator;0;IMP;6;45
Michael W;3;IMP;3;45
hug77;3;IMP;3;45
Kratos Aurion;3;IMP;3;45
BlackHole;0;IMP;6;45
The Beast;3;IMP;3;45
Master_of_Desaster;0;IMP;6;45
The green one;3;IMP;3;45
Namse;6;lollonator;0;45
IMP;6;lollonator;0;45
Michael W;6;lollonator;0;45
hug77;6;lollonator;0;45
Kratos Aurion;6;lollonator;0;45
BlackHole;6;lollonator;0;45
The Beast;6;lollonator;0;45
Master_of_Desaster;6;lollonator;0;45
The green one;6;lollonator;0;45
Namse;2;Michael W;2;45
IMP;3;Michael W;3;45
lollonator;0;Michael W;6;45
hug77;6;Michael W;0;45
Kratos Aurion;6;Michael W;0;45
BlackHole;6;Michael W;0;45
The Beast;6;Michael W;0;45
Master_of_Desaster;6;Michael W;0;45
The green one;1;Michael W;4;45
Namse;4;hug77;1;45
IMP;3;hug77;3;45
lollonator;0;hug77;6;45
Michael W;0;hug77;6;45
Kratos Aurion;4;hug77;1;45
BlackHole;2;hug77;2;45
The Beast;6;hug77;0;45
Master_of_Desaster;3;hug77;3;45
The green one;2;hug77;2;45
Namse;3;Kratos Aurion;3;45
IMP;3;Kratos Aurion;3;45
lollonator;0;Kratos Aurion;6;45
Michael W;0;Kratos Aurion;6;45
hug77;1;Kratos Aurion;4;45
BlackHole;6;Kratos Aurion;0;45
The Beast;6;Kratos Aurion;0;45
Master_of_Desaster;6;Kratos Aurion;0;45
The green one;1;Kratos Aurion;4;45
Namse;6;BlackHole;0;45
IMP;6;BlackHole;0;45
lollonator;0;BlackHole;6;45
Michael W;0;BlackHole;6;45
hug77;2;BlackHole;2;45
Kratos Aurion;0;BlackHole;6;45
The Beast;0;BlackHole;6;45
Master_of_Desaster;6;BlackHole;0;45
The green one;6;BlackHole;0;45
Namse;0;The Beast;6;45
IMP;3;The Beast;3;45
lollonator;0;The Beast;6;45
Michael W;0;The Beast;6;45
hug77;0;The Beast;6;45
Kratos Aurion;0;The Beast;6;45
BlackHole;6;The Beast;0;45
Master_of_Desaster;6;The Beast;0;45
The green one;6;The Beast;0;45
Namse;6;Master_of_Desaster;0;45
IMP;6;Master_of_Desaster;0;45
lollonator;0;Master_of_Desaster;6;45
Michael W;0;Master_of_Desaster;6;45
hug77;3;Master_of_Desaster;3;45
Kratos Aurion;0;Master_of_Desaster;6;45
BlackHole;0;Master_of_Desaster;6;45
The Beast;0;Master_of_Desaster;6;45
The green one;6;Master_of_Desaster;0;45
Namse;4;The green one;1;45
IMP;3;The green one;3;45
lollonator;0;The green one;6;45
Michael W;4;The green one;1;45
hug77;2;The green one;2;45
Kratos Aurion;4;The green one;1;45
BlackHole;0;The green one;6;45
The Beast;0;The green one;6;45
Master_of_Desaster;0;The green one;6;45
IMP;6;Namse;0;46
Master_of_Desaster;2;Namse;2;46
The Beast;6;Namse;0;46
Michael W;2;Namse;2;46
hug77;6;Namse;0;46
The green one;2;Namse;2;46
Namse;0;IMP;6;46
Master_of_Desaster;0;IMP;6;46
The Beast;3;IMP;3;46
Michael W;0;IMP;6;46
hug77;6;IMP;0;46
The green one;0;IMP;6;46
Namse;2;Master_of_Desaster;2;46
IMP;6;Master_of_Desaster;0;46
The Beast;0;Master_of_Desaster;6;46
Michael W;2;Master_of_Desaster;2;46
hug77;6;Master_of_Desaster;0;46
The green one;2;Master_of_Desaster;2;46
Namse;0;The Beast;6;46
IMP;3;The Beast;3;46
Master_of_Desaster;6;The Beast;0;46
Michael W;6;The Beast;0;46
hug77;6;The Beast;0;46
The green one;6;The Beast;0;46
Namse;2;Michael W;2;46
IMP;6;Michael W;0;46
Master_of_Desaster;2;Michael W;2;46
The Beast;0;Michael W;6;46
hug77;6;Michael W;0;46
The green one;2;Michael W;2;46
Namse;0;hug77;6;46
IMP;0;hug77;6;46
Master_of_Desaster;0;hug77;6;46
The Beast;0;hug77;6;46
Michael W;0;hug77;6;46
The green one;0;hug77;6;46
Namse;2;The green one;2;46
IMP;6;The green one;0;46
Master_of_Desaster;2;The green one;2;46
The Beast;0;The green one;6;46
Michael W;2;The green one;2;46
hug77;6;The green one;0;46
NumiChan;6;Namse;0;47
IMP;3;Namse;3;47
Michael W;2;Namse;2;47
The Beast;0;Namse;6;47
hug77;0;Namse;6;47
BlackHole;0;Namse;6;47
The green one;6;Namse;0;47
P0LTERGEIST;2;Namse;2;47
Master_of_Desaster;6;Namse;0;47
lollonator;6;Namse;0;47
Namse;0;NumiChan;6;47
IMP;2;NumiChan;2;47
Michael W;2;NumiChan;2;47
The Beast;0;NumiChan;6;47
hug77;6;NumiChan;0;47
BlackHole;6;NumiChan;0;47
The green one;2;NumiChan;2;47
P0LTERGEIST;2;NumiChan;2;47
Master_of_Desaster;0;NumiChan;6;47
lollonator;6;NumiChan;0;47
Namse;3;IMP;3;47
NumiChan;2;IMP;2;47
Michael W;6;IMP;0;47
The Beast;6;IMP;0;47
hug77;6;IMP;0;47
BlackHole;2;IMP;2;47
The green one;2;IMP;2;47
P0LTERGEIST;6;IMP;0;47
Master_of_Desaster;6;IMP;0;47
lollonator;2;IMP;2;47
Namse;2;Michael W;2;47
NumiChan;2;Michael W;2;47
IMP;0;Michael W;6;47
The Beast;4;Michael W;1;47
hug77;6;Michael W;0;47
BlackHole;6;Michael W;0;47
The green one;0;Michael W;6;47
P0LTERGEIST;0;Michael W;6;47
Master_of_Desaster;2;Michael W;2;47
lollonator;0;Michael W;6;47
Namse;6;The Beast;0;47
NumiChan;6;The Beast;0;47
IMP;0;The Beast;6;47
Michael W;1;The Beast;4;47
hug77;0;The Beast;6;47
BlackHole;3;The Beast;3;47
The green one;3;The Beast;3;47
P0LTERGEIST;1;The Beast;4;47
Master_of_Desaster;3;The Beast;3;47
lollonator;0;The Beast;6;47
Namse;6;hug77;0;47
NumiChan;0;hug77;6;47
IMP;0;hug77;6;47
Michael W;0;hug77;6;47
The Beast;6;hug77;0;47
BlackHole;3;hug77;3;47
The green one;2;hug77;2;47
P0LTERGEIST;0;hug77;6;47
Master_of_Desaster;0;hug77;6;47
lollonator;0;hug77;6;47
Namse;6;BlackHole;0;47
NumiChan;0;BlackHole;6;47
IMP;2;BlackHole;2;47
Michael W;0;BlackHole;6;47
The Beast;3;BlackHole;3;47
hug77;3;BlackHole;3;47
The green one;6;BlackHole;0;47
P0LTERGEIST;2;BlackHole;2;47
Master_of_Desaster;6;BlackHole;0;47
lollonator;0;BlackHole;6;47
Namse;0;The green one;6;47
NumiChan;2;The green one;2;47
IMP;2;The green one;2;47
Michael W;6;The green one;0;47
The Beast;3;The green one;3;47
hug77;2;The green one;2;47
BlackHole;0;The green one;6;47
P0LTERGEIST;6;The green one;0;47
Master_of_Desaster;2;The green one;2;47
lollonator;6;The green one;0;47
Namse;2;P0LTERGEIST;2;47
NumiChan;2;P0LTERGEIST;2;47
IMP;0;P0LTERGEIST;6;47
Michael W;6;P0LTERGEIST;0;47
The Beast;4;P0LTERGEIST;1;47
hug77;6;P0LTERGEIST;0;47
BlackHole;2;P0LTERGEIST;2;47
The green one;0;P0LTERGEIST;6;47
Master_of_Desaster;0;P0LTERGEIST;6;47
lollonator;0;P0LTERGEIST;6;47
Namse;0;Master_of_Desaster;6;47
NumiChan;6;Master_of_Desaster;0;47
IMP;0;Master_of_Desaster;6;47
Michael W;2;Master_of_Desaster;2;47
The Beast;3;Master_of_Desaster;3;47
hug77;6;Master_of_Desaster;0;47
BlackHole;0;Master_of_Desaster;6;47
The green one;2;Master_of_Desaster;2;47
P0LTERGEIST;6;Master_of_Desaster;0;47
lollonator;0;Master_of_Desaster;6;47
Namse;0;lollonator;6;47
NumiChan;0;lollonator;6;47
IMP;2;lollonator;2;47
Michael W;6;lollonator;0;47
The Beast;6;lollonator;0;47
hug77;6;lollonator;0;47
BlackHole;6;lollonator;0;47
The green one;0;lollonator;6;47
P0LTERGEIST;6;lollonator;0;47
Master_of_Desaster;6;lollonator;0;47
IMP;0;Namse;6;48
lollonator;0;Namse;6;48
Kratos Aurion;0;Namse;6;48
Michael W;0;Namse;6;48
The Beast;6;Namse;0;48
BlackHole;0;Namse;6;48
hug77;2;Namse;2;48
P0LTERGEIST;0;Namse;6;48
Master_of_Desaster;0;Namse;6;48
Namse;6;IMP;0;48
lollonator;0;IMP;6;48
Kratos Aurion;6;IMP;0;48
Michael W;6;IMP;0;48
The Beast;6;IMP;0;48
BlackHole;2;IMP;2;48
hug77;6;IMP;0;48
P0LTERGEIST;0;IMP;6;48
Master_of_Desaster;6;IMP;0;48
Namse;6;lollonator;0;48
IMP;6;lollonator;0;48
Kratos Aurion;3;lollonator;3;48
Michael W;6;lollonator;0;48
The Beast;6;lollonator;0;48
BlackHole;6;lollonator;0;48
hug77;6;lollonator;0;48
P0LTERGEIST;6;lollonator;0;48
Master_of_Desaster;2;lollonator;2;48
Namse;6;Kratos Aurion;0;48
IMP;0;Kratos Aurion;6;48
lollonator;3;Kratos Aurion;3;48
Michael W;2;Kratos Aurion;2;48
The Beast;0;Kratos Aurion;6;48
BlackHole;0;Kratos Aurion;6;48
hug77;6;Kratos Aurion;0;48
P0LTERGEIST;2;Kratos Aurion;2;48
Master_of_Desaster;2;Kratos Aurion;2;48
Namse;6;Michael W;0;48
IMP;0;Michael W;6;48
lollonator;0;Michael W;6;48
Kratos Aurion;2;Michael W;2;48
The Beast;0;Michael W;6;48
BlackHole;3;Michael W;3;48
hug77;6;Michael W;0;48
P0LTERGEIST;6;Michael W;0;48
Master_of_Desaster;0;Michael W;6;48
Namse;0;The Beast;6;48
IMP;0;The Beast;6;48
lollonator;0;The Beast;6;48
Kratos Aurion;6;The Beast;0;48
Michael W;6;The Beast;0;48
BlackHole;6;The Beast;0;48
hug77;0;The Beast;6;48
P0LTERGEIST;6;The Beast;0;48
Master_of_Desaster;6;The Beast;0;48
Namse;6;BlackHole;0;48
IMP;2;BlackHole;2;48
lollonator;0;BlackHole;6;48
Kratos Aurion;6;BlackHole;0;48
Michael W;3;BlackHole;3;48
The Beast;0;BlackHole;6;48
hug77;6;BlackHole;0;48
P0LTERGEIST;6;BlackHole;0;48
Master_of_Desaster;6;BlackHole;0;48
Namse;2;hug77;2;48
IMP;0;hug77;6;48
lollonator;0;hug77;6;48
Kratos Aurion;0;hug77;6;48
Michael W;0;hug77;6;48
The Beast;6;hug77;0;48
BlackHole;0;hug77;6;48
P0LTERGEIST;0;hug77;6;48
Master_of_Desaster;0;hug77;6;48
Namse;6;P0LTERGEIST;0;48
IMP;6;P0LTERGEIST;0;48
lollonator;0;P0LTERGEIST;6;48
Kratos Aurion;2;P0LTERGEIST;2;48
Michael W;0;P0LTERGEIST;6;48
The Beast;0;P0LTERGEIST;6;48
BlackHole;0;P0LTERGEIST;6;48
hug77;6;P0LTERGEIST;0;48
Master_of_Desaster;0;P0LTERGEIST;6;48
Namse;6;Master_of_Desaster;0;48
IMP;0;Master_of_Desaster;6;48
lollonator;2;Master_of_Desaster;2;48
Kratos Aurion;2;Master_of_Desaster;2;48
Michael W;6;Master_of_Desaster;0;48
The Beast;0;Master_of_Desaster;6;48
BlackHole;0;Master_of_Desaster;6;48
hug77;6;Master_of_Desaster;0;48
P0LTERGEIST;6;Master_of_Desaster;0;48
IMP;2;Namse;2;49
SoulCollector;1;Namse;4;49
Kratos Aurion;0;Namse;6;49
lollonator;1;Namse;4;49
BlackHole;0;Namse;6;49
Michael W;2;Namse;2;49
The Beast;2;Namse;2;49
hug77;1;Namse;4;49
P0LTERGEIST;3;Namse;3;49
Master_of_Desaster;6;Namse;0;49
Namse;2;IMP;2;49
SoulCollector;0;IMP;6;49
Kratos Aurion;0;IMP;6;49
lollonator;0;IMP;6;49
BlackHole;3;IMP;3;49
Michael W;6;IMP;0;49
The Beast;0;IMP;6;49
hug77;6;IMP;0;49
P0LTERGEIST;3;IMP;3;49
Master_of_Desaster;0;IMP;6;49
Namse;4;SoulCollector;1;49
IMP;6;SoulCollector;0;49
Kratos Aurion;6;SoulCollector;0;49
lollonator;2;SoulCollector;2;49
BlackHole;6;SoulCollector;0;49
Michael W;2;SoulCollector;2;49
The Beast;2;SoulCollector;2;49
hug77;6;SoulCollector;0;49
P0LTERGEIST;2;SoulCollector;2;49
Master_of_Desaster;6;SoulCollector;0;49
Namse;6;Kratos Aurion;0;49
IMP;6;Kratos Aurion;0;49
SoulCollector;0;Kratos Aurion;6;49
lollonator;6;Kratos Aurion;0;49
BlackHole;6;Kratos Aurion;0;49
Michael W;6;Kratos Aurion;0;49
The Beast;0;Kratos Aurion;6;49
hug77;6;Kratos Aurion;0;49
P0LTERGEIST;6;Kratos Aurion;0;49
Master_of_Desaster;0;Kratos Aurion;6;49
Namse;4;lollonator;1;49
IMP;6;lollonator;0;49
SoulCollector;2;lollonator;2;49
Kratos Aurion;0;lollonator;6;49
BlackHole;6;lollonator;0;49
Michael W;0;lollonator;6;49
The Beast;0;lollonator;6;49
hug77;4;lollonator;1;49
P0LTERGEIST;6;lollonator;0;49
Master_of_Desaster;0;lollonator;6;49
Namse;6;BlackHole;0;49
IMP;3;BlackHole;3;49
SoulCollector;0;BlackHole;6;49
Kratos Aurion;0;BlackHole;6;49
lollonator;0;BlackHole;6;49
Michael W;4;BlackHole;1;49
The Beast;0;BlackHole;6;49
hug77;6;BlackHole;0;49
P0LTERGEIST;4;BlackHole;1;49
Master_of_Desaster;0;BlackHole;6;49
Namse;2;Michael W;2;49
IMP;0;Michael W;6;49
SoulCollector;2;Michael W;2;49
Kratos Aurion;0;Michael W;6;49
lollonator;6;Michael W;0;49
BlackHole;1;Michael W;4;49
The Beast;2;Michael W;2;49
hug77;2;Michael W;2;49
P0LTERGEIST;0;Michael W;6;49
Master_of_Desaster;0;Michael W;6;49
Namse;2;The Beast;2;49
IMP;6;The Beast;0;49
SoulCollector;2;The Beast;2;49
Kratos Aurion;6;The Beast;0;49
lollonator;6;The Beast;0;49
BlackHole;6;The Beast;0;49
Michael W;2;The Beast;2;49
hug77;6;The Beast;0;49
P0LTERGEIST;6;The Beast;0;49
Master_of_Desaster;2;The Beast;2;49
Namse;4;hug77;1;49
IMP;0;hug77;6;49
SoulCollector;0;hug77;6;49
Kratos Aurion;0;hug77;6;49
lollonator;1;hug77;4;49
BlackHole;0;hug77;6;49
Michael W;2;hug77;2;49
The Beast;0;hug77;6;49
P0LTERGEIST;4;hug77;1;49
Master_of_Desaster;0;hug77;6;49
Namse;3;P0LTERGEIST;3;49
IMP;3;P0LTERGEIST;3;49
SoulCollector;2;P0LTERGEIST;2;49
Kratos Aurion;0;P0LTERGEIST;6;49
lollonator;0;P0LTERGEIST;6;49
BlackHole;1;P0LTERGEIST;4;49
Michael W;6;P0LTERGEIST;0;49
The Beast;0;P0LTERGEIST;6;49
hug77;1;P0LTERGEIST;4;49
Master_of_Desaster;0;P0LTERGEIST;6;49
Namse;0;Master_of_Desaster;6;49
IMP;6;Master_of_Desaster;0;49
SoulCollector;0;Master_of_Desaster;6;49
Kratos Aurion;6;Master_of_Desaster;0;49
lollonator;6;Master_of_Desaster;0;49
BlackHole;6;Master_of_Desaster;0;49
Michael W;6;Master_of_Desaster;0;49
The Beast;2;Master_of_Desaster;2;49
hug77;6;Master_of_Desaster;0;49
P0LTERGEIST;6;Master_of_Desaster;0;49
SoulCollector;6;Namse;0;50
IMP;0;Namse;6;50
NumiChan;0;Namse;6;50
Michael W;0;Namse;6;50
BlackHole;0;Namse;6;50
Kratos Aurion;2;Namse;2;50
lollonator;0;Namse;6;50
The green one;0;Namse;6;50
P0LTERGEIST;3;Namse;3;50
Bongoking;0;Namse;6;50
hug77;6;Namse;0;50
Namse;0;SoulCollector;6;50
IMP;6;SoulCollector;0;50
NumiChan;2;SoulCollector;2;50
Michael W;6;SoulCollector;0;50
BlackHole;6;SoulCollector;0;50
Kratos Aurion;2;SoulCollector;2;50
lollonator;6;SoulCollector;0;50
The green one;0;SoulCollector;6;50
P0LTERGEIST;6;SoulCollector;0;50
Bongoking;6;SoulCollector;0;50
hug77;6;SoulCollector;0;50
Namse;6;IMP;0;50
SoulCollector;0;IMP;6;50
NumiChan;0;IMP;6;50
Michael W;6;IMP;0;50
BlackHole;6;IMP;0;50
Kratos Aurion;0;IMP;6;50
lollonator;0;IMP;6;50
The green one;0;IMP;6;50
P0LTERGEIST;6;IMP;0;50
Bongoking;6;IMP;0;50
hug77;6;IMP;0;50
Namse;6;NumiChan;0;50
SoulCollector;2;NumiChan;2;50
IMP;6;NumiChan;0;50
Michael W;6;NumiChan;0;50
BlackHole;6;NumiChan;0;50
Kratos Aurion;2;NumiChan;2;50
lollonator;6;NumiChan;0;50
The green one;0;NumiChan;6;50
P0LTERGEIST;6;NumiChan;0;50
Bongoking;6;NumiChan;0;50
hug77;6;NumiChan;0;50
Namse;6;Michael W;0;50
SoulCollector;0;Michael W;6;50
IMP;0;Michael W;6;50
NumiChan;0;Michael W;6;50
BlackHole;0;Michael W;6;50
Kratos Aurion;2;Michael W;2;50
lollonator;6;Michael W;0;50
The green one;0;Michael W;6;50
P0LTERGEIST;6;Michael W;0;50
Bongoking;3;Michael W;3;50
hug77;0;Michael W;6;50
Namse;6;BlackHole;0;50
SoulCollector;0;BlackHole;6;50
IMP;0;BlackHole;6;50
NumiChan;0;BlackHole;6;50
Michael W;6;BlackHole;0;50
Kratos Aurion;0;BlackHole;6;50
lollonator;6;BlackHole;0;50
The green one;0;BlackHole;6;50
P0LTERGEIST;0;BlackHole;6;50
Bongoking;0;BlackHole;6;50
hug77;0;BlackHole;6;50
Namse;2;Kratos Aurion;2;50
SoulCollector;2;Kratos Aurion;2;50
IMP;6;Kratos Aurion;0;50
NumiChan;2;Kratos Aurion;2;50
Michael W;2;Kratos Aurion;2;50
BlackHole;6;Kratos Aurion;0;50
lollonator;2;Kratos Aurion;2;50
The green one;0;Kratos Aurion;6;50
P0LTERGEIST;6;Kratos Aurion;0;50
Bongoking;2;Kratos Aurion;2;50
hug77;6;Kratos Aurion;0;50
Namse;6;lollonator;0;50
SoulCollector;0;lollonator;6;50
IMP;6;lollonator;0;50
NumiChan;0;lollonator;6;50
Michael W;0;lollonator;6;50
BlackHole;0;lollonator;6;50
Kratos Aurion;2;lollonator;2;50
The green one;0;lollonator;6;50
P0LTERGEIST;6;lollonator;0;50
Bongoking;0;lollonator;6;50
hug77;6;lollonator;0;50
Namse;6;The green one;0;50
SoulCollector;6;The green one;0;50
IMP;6;The green one;0;50
NumiChan;6;The green one;0;50
Michael W;6;The green one;0;50
BlackHole;6;The green one;0;50
Kratos Aurion;6;The green one;0;50
lollonator;6;The green one;0;50
P0LTERGEIST;6;The green one;0;50
Bongoking;6;The green one;0;50
hug77;6;The green one;0;50
Namse;3;P0LTERGEIST;3;50
SoulCollector;0;P0LTERGEIST;6;50
IMP;0;P0LTERGEIST;6;50
NumiChan;0;P0LTERGEIST;6;50
Michael W;0;P0LTERGEIST;6;50
BlackHole;6;P0LTERGEIST;0;50
Kratos Aurion;0;P0LTERGEIST;6;50
lollonator;0;P0LTERGEIST;6;50
The green one;0;P0LTERGEIST;6;50
Bongoking;0;P0LTERGEIST;6;50
hug77;0;P0LTERGEIST;6;50
Namse;6;Bongoking;0;50
SoulCollector;0;Bongoking;6;50
IMP;0;Bongoking;6;50
NumiChan;0;Bongoking;6;50
Michael W;3;Bongoking;3;50
BlackHole;6;Bongoking;0;50
Kratos Aurion;2;Bongoking;2;50
lollonator;6;Bongoking;0;50
The green one;0;Bongoking;6;50
P0LTERGEIST;6;Bongoking;0;50
hug77;6;Bongoking;0;50
Namse;0;hug77;6;50
SoulCollector;0;hug77;6;50
IMP;0;hug77;6;50
NumiChan;0;hug77;6;50
Michael W;6;hug77;0;50
BlackHole;6;hug77;0;50
Kratos Aurion;0;hug77;6;50
lollonator;0;hug77;6;50
The green one;0;hug77;6;50
P0LTERGEIST;6;hug77;0;50
Bongoking;0;hug77;6;50
IMP;0;Namse;6;51
Kratos Aurion;4;Namse;1;51
Michael W;0;Namse;6;51
The Beast;3;Namse;3;51
hug77;6;Namse;0;51
Master_of_Desaster;3;Namse;3;51
BlackHole;0;Namse;6;51
lollonator;6;Namse;0;51
P0LTERGEIST;3;Namse;3;51
The green one;3;Namse;3;51
Namse;6;IMP;0;51
Kratos Aurion;0;IMP;6;51
Michael W;6;IMP;0;51
The Beast;6;IMP;0;51
hug77;6;IMP;0;51
Master_of_Desaster;6;IMP;0;51
BlackHole;0;IMP;6;51
lollonator;6;IMP;0;51
P0LTERGEIST;6;IMP;0;51
The green one;6;IMP;0;51
Namse;1;Kratos Aurion;4;51
IMP;6;Kratos Aurion;0;51
Michael W;3;Kratos Aurion;3;51
The Beast;6;Kratos Aurion;0;51
hug77;6;Kratos Aurion;0;51
Master_of_Desaster;3;Kratos Aurion;3;51
BlackHole;0;Kratos Aurion;6;51
lollonator;6;Kratos Aurion;0;51
P0LTERGEIST;6;Kratos Aurion;0;51
The green one;6;Kratos Aurion;0;51
Namse;6;Michael W;0;51
IMP;0;Michael W;6;51
Kratos Aurion;3;Michael W;3;51
The Beast;3;Michael W;3;51
hug77;6;Michael W;0;51
Master_of_Desaster;0;Michael W;6;51
BlackHole;0;Michael W;6;51
lollonator;6;Michael W;0;51
P0LTERGEIST;3;Michael W;3;51
The green one;3;Michael W;3;51
Namse;3;The Beast;3;51
IMP;0;The Beast;6;51
Kratos Aurion;0;The Beast;6;51
Michael W;3;The Beast;3;51
hug77;6;The Beast;0;51
Master_of_Desaster;3;The Beast;3;51
BlackHole;0;The Beast;6;51
lollonator;0;The Beast;6;51
P0LTERGEIST;6;The Beast;0;51
The green one;3;The Beast;3;51
Namse;0;hug77;6;51
IMP;0;hug77;6;51
Kratos Aurion;0;hug77;6;51
Michael W;0;hug77;6;51
The Beast;0;hug77;6;51
Master_of_Desaster;0;hug77;6;51
BlackHole;6;hug77;0;51
lollonator;6;hug77;0;51
P0LTERGEIST;6;hug77;0;51
The green one;0;hug77;6;51
Namse;3;Master_of_Desaster;3;51
IMP;0;Master_of_Desaster;6;51
Kratos Aurion;3;Master_of_Desaster;3;51
Michael W;6;Master_of_Desaster;0;51
The Beast;3;Master_of_Desaster;3;51
hug77;6;Master_of_Desaster;0;51
BlackHole;2;Master_of_Desaster;2;51
lollonator;2;Master_of_Desaster;2;51
P0LTERGEIST;4;Master_of_Desaster;1;51
The green one;3;Master_of_Desaster;3;51
Namse;6;BlackHole;0;51
IMP;6;BlackHole;0;51
Kratos Aurion;6;BlackHole;0;51
Michael W;6;BlackHole;0;51
The Beast;6;BlackHole;0;51
hug77;0;BlackHole;6;51
Master_of_Desaster;2;BlackHole;2;51
lollonator;6;BlackHole;0;51
P0LTERGEIST;6;BlackHole;0;51
The green one;6;BlackHole;0;51
Namse;0;lollonator;6;51
IMP;0;lollonator;6;51
Kratos Aurion;0;lollonator;6;51
Michael W;0;lollonator;6;51
The Beast;6;lollonator;0;51
hug77;0;lollonator;6;51
Master_of_Desaster;2;lollonator;2;51
BlackHole;0;lollonator;6;51
P0LTERGEIST;6;lollonator;0;51
The green one;2;lollonator;2;51
Namse;3;P0LTERGEIST;3;51
IMP;0;P0LTERGEIST;6;51
Kratos Aurion;0;P0LTERGEIST;6;51
Michael W;3;P0LTERGEIST;3;51
The Beast;0;P0LTERGEIST;6;51
hug77;0;P0LTERGEIST;6;51
Master_of_Desaster;1;P0LTERGEIST;4;51
BlackHole;0;P0LTERGEIST;6;51
lollonator;0;P0LTERGEIST;6;51
The green one;3;P0LTERGEIST;3;51
Namse;3;The green one;3;51
IMP;0;The green one;6;51
Kratos Aurion;0;The green one;6;51
Michael W;3;The green one;3;51
The Beast;3;The green one;3;51
hug77;6;The green one;0;51
Master_of_Desaster;3;The green one;3;51
BlackHole;0;The green one;6;51
